category_code,brand01
,gamemax
appliances.kitchen.kettle,bosch
electronics.audio.headphone,apple
electronics.clocks,apple
appliances.kitchen.washer,lg
computers.notebook,
electronics.smartphone,samsung
,svc
,barkan
,svc
appliances.kitchen.blender,
appliances.environment.air_conditioner,ava
computers.peripherals.monitor,lg
computers.peripherals.keyboard,
electronics.smartphone,huawei
appliances.environment.vacuum,bosch
computers.notebook,apple
electronics.clocks,samsung
electronics.smartphone,samsung
computers.notebook,apple
appliances.kitchen.refrigerators,samsung
,akvafor
electronics.tablet,wacom
computers.notebook,ipower
appliances.environment.vacuum,thomas
computers.network.router,tp-link
electronics.smartphone,apple
electronics.smartphone,samsung
electronics.clocks,apple
kids.toys,rastar
appliances.iron,scarlett
electronics.smartphone,apple
electronics.smartphone,apple
,braun
,panasonic
electronics.smartphone,apple
,polaris
construction.tools.screw,huawei
electronics.audio.headphone,apple
electronics.smartphone,apple
electronics.smartphone,samsung
stationery.stapler,att
electronics.telephone,panasonic
electronics.smartphone,samsung
stationery.stapler,att
appliances.kitchen.blender,moulinex
kids.skates,ninebot
computers.desktop,philips
construction.tools.screw,apple
,
electronics.smartphone,apple
electronics.smartphone,samsung
electronics.smartphone,samsung
electronics.smartphone,samsung
electronics.smartphone,samsung
,rowenta
electronics.smartphone,oppo
appliances.kitchen.blender,moulinex
apparel.glove,xbox
electronics.smartphone,samsung
electronics.smartphone,apple
electronics.smartphone,samsung
electronics.smartphone,samsung
appliances.environment.air_conditioner,beko
appliances.environment.air_conditioner,beko
appliances.kitchen.refrigerators,indesit
,polaris
computers.peripherals.mouse,deluxe
,akvafor
electronics.tablet,apple
,philips
,polaris
,xiaomi
appliances.personal.hair_cutter,remington
,vitek
appliances.kitchen.kettle,vitek
computers.notebook,ipower
computers.notebook,ipower
appliances.environment.air_conditioner,ava
electronics.smartphone,apple
electronics.smartphone,samsung
electronics.smartphone,xiaomi
,scarlett
electronics.audio.headphone,samsung
,rowenta
computers.peripherals.mouse,genius
computers.peripherals.mouse,genius
appliances.personal.scales,ava
electronics.clocks,apple
computers.notebook,trust
appliances.kitchen.kettle,ava
computers.notebook,asus
,ava
electronics.smartphone,oppo
computers.peripherals.mouse,delux
electronics.smartphone,apple
electronics.smartphone,samsung
,vitek
appliances.kitchen.kettle,ava
computers.peripherals.mouse,bloody
appliances.kitchen.washer,lg
appliances.environment.water_heater,ariston
appliances.kitchen.microwave,ava
electronics.smartphone,apple
computers.peripherals.mouse,bloody
computers.peripherals.mouse,
country_yard.weather_station,beurer
electronics.audio.headphone,apple
appliances.iron,braun
,ava
electronics.smartphone,huawei
appliances.kitchen.grill,tefal
computers.network.router,tp-link
appliances.environment.air_conditioner,ava
appliances.kitchen.refrigerators,indesit
appliances.kitchen.refrigerators,atlant
electronics.smartphone,vivo
appliances.personal.hair_cutter,philips
sport.bicycle,greenway
,tefal
,muljhtidom
,delonghi
electronics.smartphone,huawei
appliances.kitchen.toster,polaris
,redmond
,akvafor
computers.notebook,asus
computers.notebook,lenovo
appliances.sewing_machine,janome
appliances.kitchen.grill,tefal
appliances.environment.vacuum,philips
,iqos
appliances.environment.vacuum,filtero
kids.skates,ninebot
appliances.environment.water_heater,ariston
appliances.environment.vacuum,samsung
electronics.audio.headphone,xiaomi
,xiaomi
electronics.smartphone,huawei
appliances.kitchen.refrigerators,birjusa
electronics.smartphone,apple
electronics.audio.headphone,global
electronics.smartphone,samsung
,samsung
electronics.smartphone,huawei
auto.accessories.compressor,continent
electronics.audio.headphone,jbl
electronics.smartphone,samsung
electronics.smartphone,huawei
,braun
appliances.kitchen.microwave,ava
appliances.environment.vacuum,samsung
,
appliances.environment.vacuum,samsung
electronics.smartphone,apple
electronics.tablet,lenovo
computers.notebook,trust
electronics.smartphone,apple
appliances.personal.hair_cutter,rowenta
appliances.kitchen.coffee_grinder,delonghi
electronics.smartphone,huawei
,muljhtidom
computers.notebook,lenovo
electronics.tablet,apple
appliances.kitchen.refrigerators,samsung
appliances.environment.air_conditioner,beko
electronics.clocks,apple
appliances.environment.vacuum,samsung
appliances.kitchen.washer,lg
electronics.smartphone,apple
electronics.smartphone,oppo
appliances.personal.hair_cutter,philips
appliances.kitchen.mixer,bosch
appliances.personal.scales,sencor
appliances.kitchen.mixer,philips
electronics.smartphone,samsung
electronics.smartphone,samsung
computers.peripherals.keyboard,bloody
,jandeks
,xiaomi
electronics.audio.headphone,xiaomi
electronics.smartphone,samsung
stationery.cartrige,epson
stationery.cartrige,epson
stationery.cartrige,epson
stationery.cartrige,epson
appliances.sewing_machine,jaguar
electronics.smartphone,samsung
appliances.iron,maxwell
appliances.kitchen.washer,samsung
appliances.environment.vacuum,samsung
electronics.smartphone,xiaomi
electronics.audio.headphone,jbl
,
appliances.environment.vacuum,bork
electronics.smartphone,oppo
computers.notebook,lenovo
,
appliances.kitchen.meat_grinder,aksion
appliances.kitchen.microwave,samsung
electronics.smartphone,huawei
appliances.kitchen.washer,samsung
,apple
appliances.personal.scales,polaris
electronics.smartphone,samsung
computers.notebook,asus
appliances.environment.fan,polaris
,braun
electronics.audio.headphone,xiaomi
,samsung
electronics.smartphone,apple
,rowenta
appliances.environment.air_conditioner,ava
electronics.smartphone,samsung
appliances.kitchen.kettle,vitek
electronics.video.tv,samsung
appliances.personal.scales,scarlett
electronics.smartphone,apple
appliances.environment.vacuum,samsung
appliances.kitchen.dishwasher,beko
computers.notebook,asus
,none
electronics.smartphone,samsung
,samsung
appliances.kitchen.meat_grinder,vitek
stationery.battery,duracell
electronics.audio.headphone,xiaomi
,
electronics.smartphone,apple
accessories.bag,moshi
appliances.personal.scales,beurer
appliances.environment.vacuum,samsung
electronics.video.tv,ava
,bosch
electronics.smartphone,apple
,a-case
electronics.smartphone,huawei
,vitek
computers.notebook,asus
appliances.personal.scales,vitek
furniture.kitchen.table,tefal
appliances.kitchen.kettle,tefal
computers.notebook,deepcool
,braun
furniture.living_room.chair,dxracer
electronics.smartphone,apple
electronics.smartphone,honor
appliances.kitchen.refrigerators,samsung
appliances.kitchen.refrigerators,birjusa
,rowenta
appliances.personal.hair_cutter,philips
appliances.kitchen.refrigerators,lg
apparel.tshirt,ggg
electronics.smartphone,huawei
computers.peripherals.keyboard,
appliances.kitchen.dishwasher,bosch
electronics.smartphone,apple
electronics.smartphone,samsung
,
appliances.environment.vacuum,samsung
computers.network.router,tp-link
,akvafor
electronics.smartphone,samsung
stationery.battery,varta
,muljhtidom
computers.peripherals.mouse,
appliances.kitchen.microwave,ava
electronics.clocks,huawei
appliances.kitchen.washer,samsung
electronics.smartphone,apple
electronics.tablet,samsung
electronics.smartphone,samsung
stationery.paper,svetocopy
,perilla
computers.peripherals.mouse,delux
,sencor
computers.peripherals.mouse,delux
appliances.personal.scales,tefal
computers.peripherals.mouse,none
electronics.smartphone,samsung
electronics.smartphone,samsung
computers.network.router,d-link
appliances.kitchen.kettle,vitek
electronics.audio.headphone,plantronics
,neo
,samsung
electronics.tablet,wacom
appliances.sewing_machine,singer
electronics.audio.headphone,samsung
electronics.smartphone,apple
,
appliances.environment.vacuum,samsung
appliances.kitchen.blender,moulinex
electronics.tablet,lenovo
computers.peripherals.mouse,logitech
electronics.smartphone,apple
electronics.video.tv,samsung
electronics.smartphone,apple
appliances.kitchen.washer,lg
accessories.bag,none
computers.notebook,hp
electronics.smartphone,samsung
appliances.environment.air_conditioner,beko
appliances.environment.air_conditioner,beko
appliances.kitchen.juicer,
appliances.kitchen.blender,braun
electronics.audio.headphone,apple
computers.peripherals.monitor,lg
appliances.environment.vacuum,samsung
appliances.environment.vacuum,tefal
,akvafor
appliances.environment.water_heater,ariston
electronics.smartphone,oppo
,hyperx
electronics.smartphone,samsung
,polaris
,vitek
accessories.bag,neo
appliances.kitchen.juicer,philips
electronics.smartphone,huawei
electronics.smartphone,oppo
electronics.smartphone,apple
,
,bona
,xiaomi
appliances.kitchen.washer,samsung
electronics.smartphone,vivo
appliances.environment.water_heater,thermex
electronics.video.tv,samsung
electronics.smartphone,huawei
,ava
computers.notebook,asus
appliances.kitchen.grill,tefal
electronics.video.tv,lg
electronics.audio.headphone,apple
electronics.smartphone,apple
appliances.kitchen.refrigerators,gorenje
computers.peripherals.mouse,logitech
appliances.environment.water_heater,thermex
,ecocool
electronics.audio.headphone,jbl
appliances.environment.vacuum,karcher
appliances.personal.scales,vitek
computers.peripherals.printer,epson
appliances.personal.scales,beurer
computers.components.hdd,samsung
computers.components.memory,kingston
,jbl
electronics.smartphone,apple
,philips
,philips
electronics.audio.headphone,neo
,xiaomi
electronics.smartphone,apple
appliances.kitchen.refrigerators,beko
electronics.smartphone,samsung
electronics.smartphone,huawei
appliances.personal.scales,scarlett
electronics.smartphone,samsung
appliances.kitchen.blender,sencor
appliances.kitchen.refrigerators,beko
electronics.smartphone,apple
electronics.smartphone,samsung
electronics.audio.headphone,plantronics
furniture.living_room.cabinet,
electronics.smartphone,samsung
appliances.kitchen.blender,moulinex
appliances.environment.air_conditioner,ava
computers.components.cpu,bosch
appliances.environment.water_heater,ariston
electronics.smartphone,apple
appliances.environment.vacuum,samsung
,gopro
,gopro
electronics.tablet,prestigio
appliances.kitchen.refrigerators,samsung
electronics.smartphone,samsung
electronics.audio.headphone,jbl
electronics.smartphone,apple
appliances.environment.vacuum,samsung
,tefal
computers.notebook,hp
appliances.iron,tefal
computers.network.router,tp-link
electronics.smartphone,samsung
electronics.smartphone,samsung
electronics.smartphone,huawei
electronics.smartphone,samsung
electronics.smartphone,huawei
electronics.smartphone,samsung
electronics.smartphone,vivo
electronics.smartphone,vivo
electronics.smartphone,vivo
electronics.smartphone,vivo
electronics.smartphone,samsung
electronics.smartphone,huawei
computers.peripherals.mouse,logitech
computers.peripherals.mouse,genius
,provence
,apollo
,luminarc
,apollo
appliances.kitchen.oven,hansa
appliances.kitchen.oven,hansa
computers.peripherals.keyboard,
appliances.kitchen.hood,hansa
appliances.kitchen.oven,hansa
stationery.cartrige,canon
appliances.personal.scales,beurer
electronics.smartphone,samsung
appliances.kitchen.meat_grinder,aksion
appliances.kitchen.washer,lg
appliances.kitchen.mixer,maxwell
furniture.kitchen.table,tvs
appliances.kitchen.kettle,bosch
electronics.smartphone,samsung
computers.network.router,altel
appliances.personal.scales,vitek
computers.network.router,tp-link
electronics.smartphone,samsung
computers.notebook,lenovo
appliances.kitchen.washer,midea
electronics.audio.headphone,apple
appliances.kitchen.kettle,kenwood
,cremesso
electronics.smartphone,samsung
appliances.environment.vacuum,samsung
kids.skates,xiaomi
appliances.kitchen.blender,braun
appliances.kitchen.kettle,ava
appliances.kitchen.blender,neo
appliances.environment.vacuum,polaris
,ava
appliances.kitchen.blender,polaris
kids.skates,kaabo
appliances.kitchen.blender,polaris
computers.network.router,tp-link
appliances.kitchen.mixer,maxwell
appliances.kitchen.washer,lg
kids.skates,kaabo
electronics.smartphone,samsung
electronics.smartphone,apple
electronics.smartphone,samsung
,polaris
appliances.personal.hair_cutter,philips
,ava
appliances.kitchen.kettle,redmond
,scarlett
appliances.kitchen.microwave,samsung
electronics.clocks,samsung
electronics.audio.headphone,razer
appliances.personal.hair_cutter,rowenta
electronics.video.tv,tcl
electronics.smartphone,apple
electronics.audio.headphone,hyperx
,akvafor
electronics.smartphone,samsung
electronics.telephone,nokia
electronics.smartphone,apple
electronics.smartphone,samsung
electronics.audio.headphone,jbl
stationery.cartrige,epson
stationery.cartrige,canon
electronics.smartphone,apple
electronics.smartphone,oppo
appliances.kitchen.meat_grinder,aksion
appliances.kitchen.mixer,panasonic
electronics.video.tv,samsung
electronics.smartphone,samsung
computers.components.motherboard,asus
,tefal
,technodom
,braun
,xiaomi
appliances.kitchen.toster,braun
,sony
electronics.audio.headphone,samsung
,king
electronics.smartphone,samsung
appliances.kitchen.mixer,scarlett
appliances.iron,tefal
computers.notebook,irbis
electronics.video.tv,lg
construction.tools.screw,usams
,remington
appliances.kitchen.meat_grinder,philips
stationery.battery,varta
electronics.smartphone,samsung
electronics.audio.headphone,samsung
furniture.living_room.shelving,rondell
appliances.kitchen.kettle,philips
furniture.living_room.shelving,none
,osz
electronics.smartphone,samsung
,jbl
electronics.smartphone,huawei
,samsung
,ava
,ava
electronics.audio.headphone,
electronics.smartphone,samsung
electronics.video.tv,samsung
appliances.environment.water_heater,thermex
electronics.smartphone,samsung
electronics.smartphone,samsung
computers.components.videocards,msi
electronics.smartphone,samsung
electronics.smartphone,samsung
furniture.kitchen.table,tefal
electronics.smartphone,samsung
computers.peripherals.mouse,bloody
appliances.kitchen.meat_grinder,aksion
electronics.smartphone,samsung
appliances.personal.hair_cutter,philips
appliances.personal.hair_cutter,rowenta
electronics.smartphone,samsung
electronics.video.tv,samsung
,apple
electronics.smartphone,huawei
,ava
appliances.kitchen.refrigerators,ava
electronics.smartphone,oppo
appliances.environment.vacuum,samsung
electronics.smartphone,samsung
appliances.kitchen.toster,philips
electronics.smartphone,samsung
electronics.smartphone,vivo
electronics.smartphone,samsung
apparel.glove,dji
apparel.glove,dji
,dji
electronics.telephone,pgytech
,dji
,dji
,dji
electronics.smartphone,vivo
electronics.smartphone,samsung
electronics.smartphone,vivo
electronics.video.tv,lg
computers.components.hdd,apple
appliances.kitchen.washer,samsung
electronics.smartphone,samsung
electronics.smartphone,samsung
,a-case
electronics.audio.headphone,jbl
electronics.smartphone,samsung
appliances.personal.scales,ava
,e.gov
electronics.smartphone,huawei
,
computers.notebook,asus
appliances.environment.water_heater,midea
appliances.kitchen.refrigerators,beko
,krups
computers.peripherals.mouse,logitech
,jbl
electronics.smartphone,samsung
appliances.environment.vacuum,samsung
computers.notebook,asus
computers.notebook,lenovo
computers.peripherals.printer,hp
computers.peripherals.mouse,logitech
,dji
,dji
electronics.smartphone,samsung
electronics.smartphone,samsung
electronics.smartphone,huawei
electronics.smartphone,samsung
electronics.smartphone,samsung
,apple
appliances.kitchen.refrigerators,samsung
electronics.audio.headphone,huawei
electronics.video.tv,lg
,apple
computers.notebook,lenovo
computers.notebook,lenovo
electronics.audio.headphone,samsung
electronics.audio.headphone,panasonic
computers.components.cooler,ship
electronics.smartphone,samsung
electronics.smartphone,samsung
electronics.smartphone,huawei
,philips
electronics.audio.headphone,philips
electronics.smartphone,apple
electronics.smartphone,samsung
computers.notebook,asus
electronics.smartphone,vivo
electronics.smartphone,vivo
computers.components.videocards,gigabyte
electronics.smartphone,vivo
furniture.kitchen.table,inhouse
furniture.kitchen.table,tefal
electronics.smartphone,apple
appliances.kitchen.mixer,polaris
electronics.audio.headphone,neo
electronics.audio.headphone,hyperx
electronics.video.tv,tcl
electronics.smartphone,samsung
electronics.smartphone,samsung
electronics.tablet,apple
electronics.audio.headphone,huawei
electronics.smartphone,apple
computers.notebook,asus
electronics.smartphone,apple
electronics.clocks,apple
computers.notebook,apple
,rowenta
,sbs
electronics.smartphone,samsung
electronics.smartphone,huawei
electronics.smartphone,samsung
appliances.kitchen.washer,tayfun
,maestro
appliances.personal.massager,gezatone
appliances.kitchen.refrigerators,indesit
computers.peripherals.monitor,samsung
electronics.tablet,wacom
electronics.smartphone,samsung
computers.notebook,irbis
electronics.audio.headphone,apple
medicine.tools.tonometer,rowenta
kids.toys,transcend
,polaris
computers.peripherals.mouse,genius
,vitek
electronics.smartphone,samsung
electronics.smartphone,samsung
appliances.environment.water_heater,ariston
appliances.kitchen.refrigerators,ava
,canon
appliances.environment.water_heater,ariston
appliances.kitchen.meat_grinder,vitek
,e.gov
electronics.tablet,wacom
furniture.kitchen.table,philips
electronics.smartphone,oppo
electronics.smartphone,huawei
electronics.smartphone,samsung
computers.peripherals.mouse,
electronics.smartphone,vivo
computers.notebook,hp
electronics.smartphone,samsung
electronics.smartphone,samsung
appliances.kitchen.blender,
appliances.personal.hair_cutter,remington
appliances.environment.water_heater,thermex
electronics.smartphone,samsung
appliances.personal.scales,polaris
computers.notebook,asus
electronics.smartphone,samsung
electronics.smartphone,samsung
electronics.smartphone,samsung
electronics.smartphone,samsung
,ava
,ava
electronics.audio.headphone,samsung
appliances.kitchen.washer,lg
computers.components.hdd,samsung
electronics.smartphone,samsung
appliances.kitchen.microwave,ava
appliances.environment.vacuum,polaris
electronics.smartphone,xiaomi
appliances.kitchen.kettle,
electronics.smartphone,samsung
computers.components.hdd,transcend
appliances.kitchen.kettle,vitek
computers.network.router,tp-link
electronics.smartphone,xiaomi
computers.components.power_supply,gamemax
computers.notebook,asus
electronics.smartphone,samsung
electronics.smartphone,samsung
electronics.smartphone,huawei
electronics.smartphone,samsung
electronics.smartphone,samsung
computers.network.router,tp-link
electronics.smartphone,samsung
electronics.smartphone,samsung
electronics.smartphone,samsung
electronics.audio.acoustic,lg
appliances.kitchen.blender,sencor
,xiaomi
electronics.smartphone,huawei
appliances.kitchen.kettle,tefal
appliances.kitchen.kettle,ava
,xiaomi
computers.peripherals.keyboard,trust
computers.components.cooler,hp
electronics.smartphone,samsung
electronics.video.tv,samsung
appliances.kitchen.microwave,ava
appliances.environment.air_conditioner,beko
electronics.smartphone,samsung
electronics.smartphone,samsung
electronics.smartphone,oppo
electronics.smartphone,apple
electronics.smartphone,samsung
electronics.smartphone,huawei
appliances.environment.water_heater,ariston
electronics.video.tv,samsung
appliances.kitchen.washer,ava
appliances.environment.fan,polaris
apparel.glove,sony
,xiaomi
appliances.kitchen.blender,philips
appliances.kitchen.oven,electrolux
appliances.kitchen.hood,electrolux
appliances.kitchen.refrigerators,hansa
electronics.smartphone,samsung
,samsung
electronics.audio.headphone,xiaomi
,rowenta
,jandeks
,almatv
electronics.smartphone,samsung
,vitek
appliances.kitchen.kettle,maxwell
electronics.telephone,panasonic
electronics.smartphone,samsung
electronics.smartphone,samsung
computers.notebook,asus
,xiaomi
computers.peripherals.mouse,bloody
computers.peripherals.mouse,bloody
computers.ebooks,amazon
computers.peripherals.mouse,bloody
electronics.smartphone,xiaomi
computers.notebook,microlab
electronics.smartphone,huawei
computers.network.router,mercusys
electronics.smartphone,samsung
appliances.environment.water_heater,ariston
appliances.sewing_machine,janome
,redmond
appliances.environment.vacuum,samsung
appliances.kitchen.mixer,polaris
electronics.audio.headphone,apple
computers.notebook,lenovo
,caspio
,sbs
,spiegelau
,ava
,ava
,ava
,sbs
electronics.smartphone,samsung
electronics.smartphone,samsung
electronics.audio.headphone,bloody
electronics.audio.microphone,trust
appliances.kitchen.mixer,polaris
electronics.tablet,samsung
computers.peripherals.mouse,bloody
appliances.personal.hair_cutter,philips
,lumax
electronics.smartphone,samsung
electronics.smartphone,samsung
apparel.sock,transcend
computers.peripherals.mouse,genius
electronics.smartphone,samsung
,jandeks
appliances.personal.scales,ava
computers.components.hdd,samsung
,samsung
,borasco
appliances.iron,philips
appliances.environment.water_heater,ariston
appliances.environment.vacuum,samsung
electronics.video.tv,samsung
electronics.video.tv,lg
electronics.smartphone,oppo
electronics.audio.headphone,samsung
appliances.kitchen.kettle,vitek
electronics.smartphone,apple
computers.peripherals.mouse,delux
electronics.audio.headphone,apple
electronics.smartphone,samsung
appliances.environment.vacuum,samsung
,ava
,ava
,rowenta
electronics.audio.headphone,hyperx
electronics.audio.headphone,
,xiaomi
electronics.smartphone,huawei
electronics.smartphone,huawei
,philips
appliances.kitchen.microwave,electrolux
appliances.iron,laurastar
electronics.smartphone,huawei
appliances.environment.vacuum,tefal
electronics.smartphone,samsung
,ausini
furniture.kitchen.table,inhouse
appliances.environment.air_conditioner,ava
electronics.audio.headphone,xiaomi
electronics.audio.headphone,jbl
appliances.personal.scales,vitek
appliances.personal.hair_cutter,philips
computers.peripherals.mouse,bloody
appliances.personal.massager,polaris
electronics.smartphone,xiaomi
computers.notebook,asus
,tefal
electronics.smartphone,apple
construction.tools.screw,sbs
appliances.personal.scales,vitek
computers.network.router,altel
computers.notebook,china
computers.notebook,asus
,dji
appliances.iron,vitek
electronics.smartphone,samsung
appliances.kitchen.refrigerators,beko
0.02,1515915625441980762
construction.tools.screw,samsung
construction.tools.screw,ava
construction.tools.screw,none
accessories.bag,samsung
electronics.audio.headphone,samsung
,ava
electronics.tablet,wacom
electronics.video.tv,lg
electronics.audio.headphone,hyperx
appliances.kitchen.hood,samsung
electronics.audio.headphone,sony
appliances.ironing_board,nika
electronics.smartphone,xiaomi
electronics.audio.headphone,jbl
electronics.smartphone,huawei
furniture.living_room.shelving,muljhtidom
appliances.kitchen.refrigerators,ava
apparel.glove,nintendo
electronics.audio.headphone,bloody
appliances.environment.air_conditioner,samsung
appliances.environment.air_conditioner,lg
appliances.environment.air_conditioner,ava
electronics.smartphone,samsung
appliances.kitchen.washer,samsung
electronics.audio.headphone,xiaomi
appliances.iron,braun
appliances.kitchen.toster,philips
appliances.kitchen.steam_cooker,polaris
furniture.kitchen.table,
,redmond
appliances.environment.air_conditioner,beko
electronics.smartphone,samsung
,lavazza
,
country_yard.weather_station,beurer
electronics.smartphone,samsung
accessories.bag,kingston
appliances.kitchen.washer,samsung
electronics.audio.headphone,apple
appliances.personal.hair_cutter,philips
computers.peripherals.mouse,genius
electronics.smartphone,vivo
computers.components.videocards,gigabyte
appliances.kitchen.washer,lg
electronics.smartphone,samsung
electronics.tablet,samsung
,ava
appliances.environment.fan,ava
appliances.personal.hair_cutter,philips
electronics.smartphone,samsung
appliances.environment.air_conditioner,beko
,vitek
electronics.smartphone,samsung
electronics.audio.headphone,sony
electronics.smartphone,huawei
appliances.kitchen.mixer,polaris
appliances.environment.vacuum,thomas
computers.notebook,trust
computers.network.router,tp-link
electronics.smartphone,huawei
,tefal
appliances.kitchen.washer,lg
electronics.smartphone,oppo
electronics.audio.headphone,xiaomi
electronics.telephone,panasonic
electronics.smartphone,samsung
electronics.smartphone,apple
computers.peripherals.mouse,steelseries
electronics.audio.headphone,panasonic
computers.peripherals.joystick,x-game
appliances.kitchen.mixer,panasonic
,sencor
electronics.video.tv,lg
appliances.environment.vacuum,samsung
,akvafor
electronics.smartphone,samsung
computers.peripherals.monitor,asus
electronics.clocks,garmin
appliances.kitchen.hood,beko
appliances.kitchen.hood,
appliances.kitchen.microwave,hansa
appliances.kitchen.oven,hansa
appliances.kitchen.refrigerators,beko
appliances.ironing_board,perilla
appliances.personal.scales,vitek
appliances.kitchen.washer,beko
appliances.environment.water_heater,midea
computers.peripherals.mouse,bloody
electronics.smartphone,oppo
electronics.clocks,samsung
electronics.smartphone,samsung
computers.components.cpu,bosch
electronics.video.tv,samsung
appliances.iron,philips
electronics.smartphone,samsung
appliances.kitchen.washer,samsung
,xiaomi
,ava
,xiaomi
computers.peripherals.monitor,samsung
electronics.smartphone,huawei
appliances.kitchen.kettle,ava
electronics.audio.headphone,trust
computers.peripherals.mouse,
electronics.audio.headphone,xiaomi
appliances.environment.air_conditioner,beko
,barkan
electronics.tablet,samsung
,spigen
,sbs
electronics.tablet,samsung
,
appliances.iron,philips
electronics.audio.headphone,samsung
computers.peripherals.camera,logitech
appliances.kitchen.kettle,vitek
electronics.smartphone,samsung
electronics.smartphone,samsung
,samsung
computers.peripherals.mouse,bloody
kids.skates,xiaomi
appliances.kitchen.hood,hansa
appliances.kitchen.washer,lg
electronics.smartphone,apple
electronics.smartphone,apple
,sony
computers.peripherals.printer,hp
computers.network.router,tp-link
electronics.audio.headphone,apple
computers.network.router,asus
electronics.smartphone,oppo
electronics.audio.microphone,trust
electronics.audio.headphone,jbl
electronics.video.tv,lg
electronics.smartphone,apple
electronics.smartphone,samsung
appliances.kitchen.blender,bosch
electronics.smartphone,huawei
appliances.kitchen.refrigerators,indesit
electronics.audio.headphone,jbl
electronics.smartphone,samsung
electronics.smartphone,apple
appliances.kitchen.kettle,vitek
,sbs
,samsung
appliances.kitchen.kettle,redmond
appliances.personal.scales,omron
electronics.smartphone,huawei
appliances.environment.vacuum,samsung
computers.notebook,tucano
electronics.smartphone,samsung
appliances.environment.vacuum,xiaomi
computers.peripherals.keyboard,bloody
electronics.smartphone,samsung
,usams
electronics.smartphone,vivo
appliances.personal.scales,huawei
electronics.smartphone,samsung
computers.peripherals.mouse,x-game
computers.peripherals.mouse,none
,sony
computers.peripherals.joystick,sony
electronics.smartphone,xiaomi
electronics.smartphone,samsung
,samsung
electronics.smartphone,apple
appliances.iron,maxwell
electronics.smartphone,huawei
computers.notebook,asus
appliances.kitchen.dishwasher,bosch
appliances.kitchen.hood,bosch
computers.peripherals.mouse,bloody
,ritmix
,neo
appliances.personal.scales,vitek
computers.peripherals.mouse,logitech
electronics.audio.headphone,neo
furniture.kitchen.table,
electronics.smartphone,apple
electronics.audio.headphone,xiaomi
electronics.smartphone,samsung
,bona
electronics.audio.headphone,apple
electronics.smartphone,samsung
electronics.smartphone,samsung
,gtec
,ava
appliances.kitchen.kettle,redmond
,temdan
,ava
,ava
,maxwell
appliances.personal.scales,vitek
electronics.audio.headphone,apple
computers.peripherals.mouse,bloody
computers.peripherals.mouse,bloody
appliances.environment.air_conditioner,beko
computers.peripherals.monitor,samsung
computers.notebook,asus
computers.peripherals.mouse,hyperx
electronics.smartphone,samsung
electronics.audio.headphone,sony
computers.peripherals.keyboard,rapoo
computers.peripherals.keyboard,
furniture.kitchen.table,inhouse
computers.notebook,lenovo
appliances.kitchen.oven,hansa
appliances.environment.air_conditioner,beko
computers.notebook,asus
electronics.smartphone,samsung
computers.notebook,asus
electronics.smartphone,apple
electronics.video.tv,joby
electronics.smartphone,samsung
,philips
appliances.kitchen.coffee_grinder,
electronics.audio.headphone,jbl
computers.notebook,lenovo
appliances.personal.hair_cutter,rowenta
electronics.smartphone,samsung
,akvafor
appliances.environment.air_conditioner,beko
appliances.environment.vacuum,samsung
appliances.kitchen.meat_grinder,polaris
,sencor
,apple
computers.peripherals.mouse,hyperx
,dji
electronics.smartphone,apple
apparel.glove,xbox
computers.components.cooler,ship
,philips
appliances.personal.scales,scarlett
electronics.smartphone,samsung
electronics.audio.headphone,apple
appliances.kitchen.kettle,ava
electronics.smartphone,samsung
electronics.tablet,samsung
computers.notebook,apple
electronics.smartphone,samsung
,lumax
electronics.smartphone,apple
appliances.kitchen.mixer,bosch
electronics.smartphone,samsung
electronics.smartphone,apple
appliances.environment.air_conditioner,beko
electronics.tablet,apple
electronics.smartphone,samsung
electronics.smartphone,samsung
appliances.environment.air_conditioner,beko
,polaris
appliances.kitchen.blender,braun
electronics.smartphone,samsung
computers.notebook,asus
appliances.iron,laurastar
computers.peripherals.printer,hp
computers.peripherals.printer,canon
furniture.kitchen.table,tefal
appliances.kitchen.kettle,provence
electronics.smartphone,samsung
appliances.kitchen.refrigerators,hansa
electronics.smartphone,samsung
electronics.smartphone,samsung
electronics.smartphone,samsung
electronics.audio.headphone,apple
electronics.smartphone,apple
electronics.smartphone,samsung
electronics.smartphone,apple
electronics.audio.acoustic,sony
appliances.environment.vacuum,tefal
computers.peripherals.mouse,
appliances.personal.massager,gezatone
construction.tools.screw,usams
electronics.smartphone,samsung
computers.peripherals.mouse,bloody
electronics.smartphone,samsung
,osz
computers.components.cooler,hp
appliances.kitchen.refrigerators,beko
,
electronics.smartphone,apple
computers.peripherals.keyboard,steelseries
electronics.smartphone,huawei
appliances.kitchen.kettle,philips
electronics.smartphone,apple
electronics.smartphone,huawei
appliances.environment.vacuum,lg
electronics.smartphone,oppo
electronics.smartphone,samsung
electronics.smartphone,apple
appliances.environment.vacuum,thomas
electronics.smartphone,samsung
,ava
electronics.clocks,apple
,ship
electronics.smartphone,samsung
appliances.environment.fan,polaris
appliances.environment.fan,ava
electronics.smartphone,samsung
kids.skates,ninebot
electronics.smartphone,huawei
appliances.kitchen.kettle,tefal
electronics.clocks,apple
,gopro
,cremesso
electronics.audio.headphone,apple
,ava
electronics.smartphone,apple
appliances.kitchen.kettle,muljhtidom
computers.peripherals.mouse,
computers.peripherals.mouse,
electronics.smartphone,huawei
electronics.smartphone,vivo
